MLA Name,Age,Constituency,Gender ,Party,Membership,Education,Start of term,End of Term,Attendance,Attendance -State average,No. of Questions Asked,Question -State Average,Number Of Debates,Debate State Average,Note,Term,State,Images,image,Image,Gender,mp_note,Email,Contact,attendance,Start of Term
Govi Chezhiaan,60,Thiruvidaimarudur,Male,Dravida Munnetra Kazhagam,Elected,Doctorate,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,Govi Chezhiaan.jpg,,,,,,
Gowtham D,32,Vanur,Male,Dravida Munnetra Kazhagam,Elected,Professional Graduate,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,Gowtham D.jpg,,,,,,
Haribaskar P,39,Anthiyur,Male,All India Anna Dravida Munnetra Kazhagam,Elected,Other,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,Haribaskar P.jpg,,,,,,
I Periasamy,73,Athoor,Male,Dravida Munnetra Kazhagam,Elected,Graduate,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,I Periasamy.jpg,,,,,,
J Kamatchi,44,Pallavaram,Female,Tamilaga Vettri Kazhagam,Elected,Inter/ Higher Secondary,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,J Kamatchi.jpg,,,,,,
Jamal Mohamed Younoos Y N,38,Mayiladuthurai,Male,Indian National Congress,Elected,Matric,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,Jamal Mohamed Younoos Y N.jpg,,,,,,
Jayakumar M,50,Udumalaipettai,Male,Dravida Munnetra Kazhagam,Elected,Post Graduate,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,Jayakumar M.jpg,,,,,,
Jayakumar S,46,Perundurai,Male,All India Anna Dravida Munnetra Kazhagam,Elected,Graduate,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,Jayakumar S.jpg,,,,,,
Jayasankaran A P,55,Attur,Male,All India Anna Dravida Munnetra Kazhagam,Elected,Inter/ Higher Secondary,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,Jayasankaran A P.jpg,,,,,,
Jayasudha L,51,Arani,Female,All India Anna Dravida Munnetra Kazhagam,Elected,Inter/ Higher Secondary,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,Jayasudha L.jpg,,,,,,
Jegadeshwari K,40,Rajapalayam,Female,Tamilaga Vettri Kazhagam,Elected,Graduate,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,Jegadeshwari K.jpg,,,,,,
Jeganathmishra Pla,50,Cumbum,Male,Tamilaga Vettri Kazhagam,Elected,Inter/ Higher Secondary,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,Jeganathmishra Pla.jpg,,,,,,
K N Nehru,73,Tiruchirappalli (West),Male,Dravida Munnetra Kazhagam,Elected,Inter/ Higher Secondary,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,K N Nehru.jpg,,,,,,
K Nithyanandhan,54,Pollachi,Male,Dravida Munnetra Kazhagam,Elected,Graduate,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,K Nithyanandhan.jpg,,,,,,
K Ramkumar,38,Palladam,Male,Tamilaga Vettri Kazhagam,Elected,8th Passed,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,K Ramkumar.jpg,,,,,,
K S Sri Giri Prasath,43,Singanallur,Male,Tamilaga Vettri Kazhagam,Elected,Professional Graduate,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,K S Sri Giri Prasath.jpg,,,,,,
K Sindu,37,Gudiyattam,Female,Tamilaga Vettri Kazhagam,Elected,Post Graduate,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,K Sindu.jpg,,,,,,
K V Vijay Damu,46,Royapuram,Male,Tamilaga Vettri Kazhagam,Elected,8th Passed,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,K V Vijay Damu.jpg,,,,,,
Kadarkarairaj A,67,Sattur,Male,Dravida Munnetra Kazhagam,Elected,8th Passed,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,Kadarkarairaj A.jpg,,,,,,
Kalai Kathiravan,38,Tenkasi,Male,Dravida Munnetra Kazhagam,Elected,Professional Graduate,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,Kalai Kathiravan.jpg,,,,,,
Kalaivanan Poondi K,61,Thiruvarur,Male,Dravida Munnetra Kazhagam,Elected,Inter/ Higher Secondary,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,Kalaivanan Poondi K.jpg,,,,,,
Kamali S,28,Avanashi,Female,Tamilaga Vettri Kazhagam,Elected,Post Graduate,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,Kamali S.jpg,,,,,,
Kamaraj R,65,Nannilam,Male,All India Anna Dravida Munnetra Kazhagam,Elected,Post Graduate,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,Kamaraj R.jpg,,,,,,
Kamaraj S,59,Mannargudi,Male,Amma Makkal Munnettra Kazagam,Elected,Post Graduate,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,Kamaraj S.jpg,,,,,,
Kanimozhi Santhosh,37,Kavundampalayam,Female,Tamilaga Vettri Kazhagam,Elected,Professional Graduate,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,Kanimozhi Santhosh.jpg,,,,,,
Karthik A,37,Srivilliputhur,Male,Tamilaga Vettri Kazhagam,Elected,Post Graduate,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,Karthik A.jpg,,,,,,
Karthikeyan K,48,Rishivandiyam,Male,Dravida Munnetra Kazhagam,Elected,Graduate,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,Karthikeyan K.jpg,,,,,,
Karthikeyan S,57,Madurai East,Male,Tamilaga Vettri Kazhagam,Elected,Professional Graduate,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,Karthikeyan S.jpg,,,,,,
Karunanithi K,50,Kovilpatti,Male,Dravida Munnetra Kazhagam,Elected,8th Passed,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,Karunanithi K.jpg,,,,,,
Karuppaiah M V,61,Sholavandan,Male,Tamilaga Vettri Kazhagam,Elected,Post Graduate,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,Karuppaiah M V.jpg,,,,,,
Karuppanan K C,69,Bhavani,Male,All India Anna Dravida Munnetra Kazhagam,Elected,Matric,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,Karuppanan K C.jpg,,,,,,
Katharbatcha Muthuramalingam,54,Ramanathapuram,Male,Dravida Munnetra Kazhagam,Elected,Inter/ Higher Secondary,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,Katharbatcha Muthuramalingam.jpg,,,,,,
Kathiravan K K,40,Paramakudi,Male,Dravida Munnetra Kazhagam,Elected,Professional Graduate,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,Kathiravan K K.jpg,,,,,,
Kathiravan S,51,Manachanallur,Male,Dravida Munnetra Kazhagam,Elected,Professional Graduate,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,Kathiravan S.jpg,,,,,,
Keerthana S,29,Sivakasi,Female,Tamilaga Vettri Kazhagam,Elected,Post Graduate,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,Keerthana S.jpg,,,,,,
Kulanthai Rani A,55,Sivaganga,Female,Tamilaga Vettri Kazhagam,Elected,Graduate,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,Kulanthai Rani A.jpg,,,,,,
Kumar R,60,Velachery,Male,Tamilaga Vettri Kazhagam,Elected,Professional Graduate,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,Kumar R.jpg,,,,,,
Kutty (Alias) Sudhakar A,49,Valparai,Male,Dravida Munnetra Kazhagam,Elected,Inter/ Higher Secondary,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,Kutty (Alias) Sudhakar A.jpg,,,,,,
L E Jothimani,71,Kattumannarkoil,Male,Viduthalai Chiruthaigal Katchi,Elected,Other,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,L E Jothimani.jpg,,,,,,
Lakshmanan R,54,Viluppuram,Male,Dravida Munnetra Kazhagam,Elected,Professional Graduate,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,Lakshmanan R.jpg,,,,,,
Lakshmanan S,58,Salem (West),Male,Tamilaga Vettri Kazhagam,Elected,Graduate,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,Lakshmanan S.jpg,,,,,,
Latha T,46,Kilvelur,Female,Communist Party Of India (Marxist),Elected,Matric,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,Latha T.jpg,,,,,,
Leemarose Martin,58,Lalgudi,Female,All India Anna Dravida Munnetra Kazhagam,Elected,Literate,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,Leemarose Martin.jpg,,,,,,
Logesh Tamilselvan D,42,Rasipuram,Male,Tamilaga Vettri Kazhagam,Elected,Post Graduate,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,Logesh Tamilselvan D.jpg,,,,,,
M Abdul Wahab,59,Palayamkottai,Male,Dravida Munnetra Kazhagam,Elected,Graduate,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,M Abdul Wahab.jpg,,,,,,
M H Jawahirullah,66,Nagapattinam,Male,Dravida Munnetra Kazhagam,Elected,Doctorate,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,M H Jawahirullah.jpg,,,,,,
M Harish,31,Alandur,Male,Tamilaga Vettri Kazhagam,Elected,Professional Graduate,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,M Harish.jpg,,,,,,
M L Vijayprabhu,37,Madavaram,Male,Tamilaga Vettri Kazhagam,Elected,Professional Graduate,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,M L Vijayprabhu.jpg,,,,,,
M M Gopison,40,Madurai South,Male,Tamilaga Vettri Kazhagam,Elected,Post Graduate,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,M M Gopison.jpg,,,,,,
M M Vinoth Kannan,37,Vellore,Male,Tamilaga Vettri Kazhagam,Elected,Matric,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,M M Vinoth Kannan.jpg,,,,,,
M R K Panneerselvam,68,Kurinjipadi,Male,Dravida Munnetra Kazhagam,Elected,Professional Graduate,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,M R K Panneerselvam.jpg,,,,,,
M R Pallavi,36,Thiru-Vi-Ka-Nagar,Female,Tamilaga Vettri Kazhagam,Elected,Inter/ Higher Secondary,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,M R Pallavi.jpg,,,,,,
M R Vijayabhaskar,62,Karur,Male,All India Anna Dravida Munnetra Kazhagam,Elected,Matric,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,M R Vijayabhaskar.jpg,,,,,,
M Raju,60,Coonoor,Male,Dravida Munnetra Kazhagam,Elected,Inter/ Higher Secondary,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,M Raju.jpg,,,,,,
M Sudhakar,52,Katpadi,Male,Tamilaga Vettri Kazhagam,Elected,Professional Graduate,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,M Sudhakar.jpg,,,,,,
M Vignesh,34,Musiri,Male,Tamilaga Vettri Kazhagam,Elected,Inter/ Higher Secondary,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,M Vignesh.jpg,,,,,,
M Vijay Balaji,39,Erode (East),Male,Tamilaga Vettri Kazhagam,Elected,Graduate,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,M Vijay Balaji.jpg,,,,,,
Madhar Badhurudeen,42,Madurai Central,Male,Tamilaga Vettri Kazhagam,Elected,Matric,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,Madhar Badhurudeen.jpg,,,,,,
Maharajan A,72,Andipatti,Male,Dravida Munnetra Kazhagam,Elected,8th Passed,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,Maharajan A.jpg,,,,,,
Mani R,48,Omalur,Male,All India Anna Dravida Munnetra Kazhagam,Elected,Professional Graduate,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,Mani R.jpg,,,,,,
Manian O S,72,Vedaranyam,Male,All India Anna Dravida Munnetra Kazhagam,Elected,Inter/ Higher Secondary,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,Manian O S.jpg,,,,,,
Manimaran M,51,Thirumangalam,Male,Dravida Munnetra Kazhagam,Elected,Literate,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,Manimaran M.jpg,,,,,,
Maragatham Kumaravel K,44,Madurantakam,Female,All India Anna Dravida Munnetra Kazhagam,Elected,Post Graduate,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,Maragatham Kumaravel K.jpg,,,,,,
Maragatham Vetrivel,49,Pappireddipatti,Female,All India Anna Dravida Munnetra Kazhagam,Elected,Inter/ Higher Secondary,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,Maragatham Vetrivel.jpg,,,,,,
Marimuthu K,55,Thiruthuraipoondi,Male,Communist Party Of India,Elected,Graduate,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,Marimuthu K.jpg,,,,,,
Markandayan G V,49,Vilathikulam,Male,Dravida Munnetra Kazhagam,Elected,Professional Graduate,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,Markandayan G V.jpg,,,,,,
Mohamed Farvas J,31,Aranthangi,Male,Tamilaga Vettri Kazhagam,Elected,Professional Graduate,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,Mohamed Farvas J.jpg,,,,,,
Mohan K,43,Panruti,Male,All India Anna Dravida Munnetra Kazhagam,Elected,8th Passed,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,Mohan K.jpg,,,,,,
Mukkur N Subramanian,67,Cheyyar,Male,All India Anna Dravida Munnetra Kazhagam,Elected,Graduate,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,Mukkur N Subramanian.jpg,,,,,,
Mukundhan P,41,Krishnagiri,Male,Tamilaga Vettri Kazhagam,Elected,Professional Graduate,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,Mukundhan P.jpg,,,,,,
Munirathinam J,43,Uthiramerur,Male,Tamilaga Vettri Kazhagam,Elected,Professional Graduate,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,Munirathinam J.jpg,,,,,,
Murughan R S,58,Tirunelveli,Male,Tamilaga Vettri Kazhagam,Elected,8th Passed,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,Murughan R S.jpg,,,,,,
N Elaiyaraja,47,Uthangarai,Male,Tamilaga Vettri Kazhagam,Elected,Professional Graduate,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,N Elaiyaraja.jpg,,,,,,
N Marie Wilson,46,Dr.Radhakrishnan Nagar,Male,Tamilaga Vettri Kazhagam,Elected,Doctorate,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,N Marie Wilson.jpg,,,,,,
N Subramanian,72,Gandharvakottai,Male,Tamilaga Vettri Kazhagam,Elected,Matric,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,N Subramanian.jpg,,,,,,
Nallathambi A,61,Gangavalli,Male,All India Anna Dravida Munnetra Kazhagam,Elected,Literate,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,Nallathambi A.jpg,,,,,,
Natham Viswanathan R,76,Natham,Male,All India Anna Dravida Munnetra Kazhagam,Elected,Graduate,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,Natham Viswanathan R.jpg,,,,,,
Nirmalkumar R,44,Thiruparankundram,Male,Tamilaga Vettri Kazhagam,Elected,Post Graduate,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,Nirmalkumar R.jpg,,,,,,
Nivedha M Murugan,61,Poompuhar,Male,Dravida Munnetra Kazhagam,Elected,8th Passed,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,Nivedha M Murugan.jpg,,,,,,
NM Sukumar,56,Sulur,Male,Tamilaga Vettri Kazhagam,Elected,Other,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,Nm Sukumar.jpg,,,,,,
NSN Nataraj,68,Kangayam,Male,All India Anna Dravida Munnetra Kazhagam,Elected,Graduate,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,Nsn Nataraj.jpg,,,,,,
P Chandrasekar,52,Senthamangalam,Male,Tamilaga Vettri Kazhagam,Elected,Professional Graduate,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,P Chandrasekar.jpg,,,,,,
P K Sekarbabu,63,Harbour,Male,Dravida Munnetra Kazhagam,Elected,Matric,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,P K Sekarbabu.jpg,,,,,,
P Mathanraja,41,Ottapidaram,Male,Tamilaga Vettri Kazhagam,Elected,Professional Graduate,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,P Mathanraja.jpg,,,,,,
P Viswanathan,61,Melur,Male,Indian National Congress,Elected,Graduate,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,P Viswanathan.jpg,,,,,,
Palanisamy S,64,Tirukkoyilur,Male,All India Anna Dravida Munnetra Kazhagam,Elected,Matric,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,Palanisamy S.jpg,,,,,,
Palanivel M S,57,Veerapandi,Male,Tamilaga Vettri Kazhagam,Elected,Inter/ Higher Secondary,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,Palanivel M S.jpg,,,,,,
Panneerselvam O,75,Bodinayakanur,Male,Dravida Munnetra Kazhagam,Elected,Inter/ Higher Secondary,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,Panneerselvam O.jpg,,,,,,
Paul Manoj Pandian,54,Alangulam,Male,Dravida Munnetra Kazhagam,Elected,Doctorate,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,Paul Manoj Pandian.jpg,,,,,,
Prabhakar J C D,73,Thousand Lights,Male,Tamilaga Vettri Kazhagam,Elected,Professional Graduate,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,Prabhakar J C D.jpg,,,,,,
Prabhu T K,41,Karaikudi,Male,Tamilaga Vettri Kazhagam,Elected,Post Graduate,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,Prabhu Tk.jpg,,,,,,
Prakasam R,44,Poonamallee,Male,Tamilaga Vettri Kazhagam,Elected,Matric,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,Prakasam R.jpg,,,,,,
Praveen T T,47,Vilavancode,Male,Indian National Congress,Elected,Post Graduate,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,Praveen T T.jpg,,,,,,
Premallatha Vijayakant,60,Vriddhachalam,Female,Desiya Murpokku Dravida Kazhagam,Elected,Graduate,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,Premallatha Vijayakant.jpg,,,,,,
R Jayaramakrishnan,59,Madathukulam,Male,Dravida Munnetra Kazhagam,Elected,Professional Graduate,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,R Jayaramakrishnan.jpg,,,,,,
R Kathiravan,33,Manapparai,Male,Tamilaga Vettri Kazhagam,Elected,Professional Graduate,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,R Kathiravan.jpg,,,,,,
R Ramesh Kumar,60,Avadi,Male,Tamilaga Vettri Kazhagam,Elected,Graduate,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,R Ramesh Kumar.jpg,,,,,,
R S Rajakannappan,77,Mudhukulathur,Male,Dravida Munnetra Kazhagam,Elected,Graduate,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,R S Rajakannappan.jpg,,,,,,
R V Ranjithkumar,50,Kancheepuram,Male,Tamilaga Vettri Kazhagam,Elected,Graduate,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,R V Ranjithkumar.jpg,,,,,,
R Vaithilingam,71,Orathanadu,Male,Dravida Munnetra Kazhagam,Elected,Inter/ Higher Secondary,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,R Vaithilingam.jpg,,,,,,
R Vijaysaravanan,50,Thanjavur,Male,Tamilaga Vettri Kazhagam,Elected,Matric,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,R Vijaysaravanan.jpg,,,,,,
Rajasekar E,64,Cheyyur,Male,All India Anna Dravida Munnetra Kazhagam,Elected,Matric,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,Rajasekar E.jpg,,,,,,
Rajeev,34,Tiruvadanai,Male,Tamilaga Vettri Kazhagam,Elected,Professional Graduate,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,Rajeev.jpg,,,,,,
Rajendran R,65,Neyveli,Male,All India Anna Dravida Munnetra Kazhagam,Elected,Inter/ Higher Secondary,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,Rajendran R.jpg,,,,,,
Rajendran S,66,Ariyalur,Male,All India Anna Dravida Munnetra Kazhagam,Elected,8th Passed,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,Rajendran S.jpg,,,,,,
Rajendran T M,61,Kadayanallur,Male,Dravida Munnetra Kazhagam,Elected,Post Graduate,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,Rajendran T M.jpg,,,,,,
Rajesh Kumar S,51,Killiyoor,Male,Indian National Congress,Elected,Post Graduate,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,Rajesh Kumar S.jpg,,,,,,
Rajmohan,39,Egmore,Male,Tamilaga Vettri Kazhagam,Elected,Graduate,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,Rajmohan.jpg,,,,,,
Rakesh R,38,Sankarapuram,Male,All India Anna Dravida Munnetra Kazhagam,Elected,Graduate,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,Rakesh R.jpg,,,,,,
Ramachandran K K S S R,76,Aruppukkottai,Male,Dravida Munnetra Kazhagam,Elected,8th Passed,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,Ramachandran K K S S R.jpg,,,,,,
Ramachandran S,65,Kilpennathur,Male,All India Anna Dravida Munnetra Kazhagam,Elected,Matric,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,Ramachandran S.jpg,,,,,,
Ramachandran T,58,Thalli,Male,Communist Party Of India,Elected,Professional Graduate,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,Ramachandran T.jpg,,,,,,
Ramesh,31,Srirangam,Male,Tamilaga Vettri Kazhagam,Elected,Professional Graduate,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,Ramesh.jpg,,,,,,
Ravi M S,67,Ponneri,Male,Tamilaga Vettri Kazhagam,Elected,Professional Graduate,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,Ravi M S.jpg,,,,,,
Ravimanoharan K,57,Palani,Male,All India Anna Dravida Munnetra Kazhagam,Elected,Other,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,Ravimanoharan K.jpg,,,,,,
Ravisankar M,41,Thuraiyur,Male,Tamilaga Vettri Kazhagam,Elected,Other,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,Ravisankar M.jpg,,,,,,
Reddiarpatti V Narayanan,58,Nanguneri,Male,Tamilaga Vettri Kazhagam,Elected,Matric,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,Reddiarpatti V Narayanan.jpg,,,,,,
Regupathy S,75,Thirumayam,Male,Dravida Munnetra Kazhagam,Elected,Professional Graduate,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,Regupathy S.jpg,,,,,,
Rhevanth Charan,30,Maduravoyal,Male,Tamilaga Vettri Kazhagam,Elected,Post Graduate,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,Rhevanth Charan.jpg,,,,,,
S M Sukumar,65,Arcot,Male,All India Anna Dravida Munnetra Kazhagam,Elected,Matric,2026-05-04,In Office,,,,,,,Member's data is taken from election affidavit 2026,17,Tamil Nadu,,,S M Sukumar.jpg,,,,,,
